,politician,text,title
0,Rick Snyder,"Gov. Rick Snyder today issued the following statement thanking Michigan's veterans for serving the state and nation.""It's Veterans Day -- a time to honor all those women and men who have served in the Armed Forces.""In Michigan, we're proud of the nearly 700,000 veterans who call our state home. We owe them a debt of gratitude for their service in defense of our freedoms.""Today, the State of Michigan is working to help veterans succeed. We've passed new laws to make it easier for veterans to use their specialized skills in civilian life. We host job fairs to help veterans find new careers in our state. And the Michigan Veterans Affairs Agency helps veterans get connected to the services and benefits they deserve.""It's great to see Michigan businesses are hiring returning veterans. They have great talents and leadership skills. I encourage companies to look to veterans when they're making hiring decisions.""Today is a great day to honor our veterans and thank them for their service. But it shouldn't just be about today. Each and every day, we're proud to have them home. They put their lives on the line for our country, and that's a debt we can never fully repay.""",Gov. Rick Snyder Honors Michigan Veterans
0,Rick Snyder,"Gov. Rick Snyder today issued the following statement regarding U.S. Bankruptcy Judge Steven Rhodes' decision to confirm Detroit's Plan of Adjustment.""People will long remember that when Detroit arrived at this troubling hour, its residents and leaders -- with supporters statewide -- started to pull together as one. Our state has rallied around its largest and iconic city. It is no longer Detroit vs. Michigan, but the embracing of Detroit, Michigan.""This day marks the end of the nation's largest municipal bankruptcy, resolved quickly and successfully as a result of cooperation, compromise and a shared vision from many parties. And it offers hope to hundreds of thousands of residents who call Detroit home.""This difficult process inspired an unprecedented ""Grand Bargain,' where our philanthropic and business communities joined with lawmakers from both parties to lessen the impact on pensions and extend vital services. And we deeply appreciate the sacrifices from retirees who have agreed to take less to help their fellow Detroiters and Michiganders.""Much work remains, but we are resolved to continue moving forward collaboratively. Our goal is to restore the vitality of this great city from downtown through the neighborhoods, with the quality of life that Detroit's families deserve. We won't settle for anything less.""Detroit's journey is far from over. But there is no mistaking that Michigan's largest city is stronger. Its brightest days are to come.""","Gov. Rick Snyder: Detroit's Bankruptcy Resolution Is the Result of Cooperation, Compromise and a Shared Vision"
0,Rick Snyder,"Gov. Rick Snyder today issued the following statement regarding the 6th U.S. Circuit Court of Appeals decision on same-sex marriage:""When I became governor, I took an oath to support and defend our state constitution, without exceptions. My obligation to carry out that oath is not a matter of personal preference. As I have said throughout this process, I will respect the court's decision as it examines the legality of same-sex marriage.""The 6th U.S. Circuit Court of Appeals has upheld the language in our state's constitution. This means there is no change in Michigan's marriage laws. As I have previously stated, the same-sex couples who married at county clerk offices in the period between U.S. District Judge Bernard Friedman's ruling in March and the 6th U.S. Circuit Court of Appeals' temporary stay of that ruling, were legally married.""However, the Court of Appeals decision does not allow for state benefits of marriage for those same-sex couples in accordance with our state constitution. That decision only can be changed if today's Appeals Court ruling is overturned.""",Gov. Rick Snyder Issues Statement Following Court of Appeals Ruling on Same-Sex Marriage
0,Rick Snyder,"Gov. Rick Snyder today announced that the Michigan Agriculture Environmental Assurance Program (MAEAP) celebrated its 2,500th verification, a significant milestone on the path to achieving the goal of 5,000 verifications.""MAEAP is so important to Michigan that the first bill I signed as governor put the program into law,"" Snyder said. ""MAEAP has a great record of successfully encouraging farms to participate in environmentally sustainable practices. It is proof positive that great things can be accomplished when government, industry and stakeholders work together toward common goals.""State agriculture officials attended a celebration of the milestone at Darling Farms in the Monroe County community of Willis. Darling Farms is MAEAP-verified in two of the three systems -- Cropping and Farmstead.""MAEAP is a voluntary program developed by the farming and agriculture community to balance efficient production and implement sound environmental practices to protect our prized natural resources,"" said Jamie Clover Adams, director of the Michigan Department of Agriculture and Rural Development. ""MAEAP has become a national model for addressing environmental challenges while providing opportunities for agriculture-based businesses to expand.""""Michigan farmers who earn MAEAP verification are leaders in environmental stewardship,"" said Department of Environmental Quality Director Dan Wyant. ""This program is about making sure farmers take extra steps to protect our land and water resources. We congratulate the farmers who have stepped up to take this challenge. We are proud of what MAEAP has accomplished in improving Michigan's environment, and we look forward to celebrating the next 2,500 agricultural leaders who choose to commit to environmental stewardship.""Michigan is the second most agriculturally diverse state in the nation. As a result, a one-size-fits-all approach to environmental protection simply does not work on Michigan farms. MAEAP effectively overcomes this challenge by offering areas of concentration known as systems.Each system focuses on a different aspect of a farming operation. Farmers can become verified in all systems applicable to their farm. The systems are:Farmstead -- The MAEAP Farmstead System addresses environmental risks at the farmstead, from safe fuel handling to the proper storage of fertilizers and pesticides. It focuses on protecting surface and groundwater. It is the one MAEAP system which is applicable to every size and kind of operation.Cropping -- The MAEAP Cropping System primarily focuses on environmental issues related to cropping activities, such as irrigation and water use, chemigation, soil conservation, nutrient and pest management, and well head protection. The system has components focused on environmental issues related to managing diverse commodities.Livestock -- The MAEAP Livestock System primarily focuses on environmental issues related to livestock activities, including manure handling, storage and field application, as well as conservation practices to protect water and prevent soil erosion. The Livestock System targets all Michigan livestock farms, regardless of species or operational size. The Livestock System concentrates on production and conservation practices, equipment, structures and management activities.MAEAP has an impressive record of success. Nearly 10,000 farms are at some stage within the verification process. Manure management and conservation plans are in place for more than 500,000 acres; field conservation practices assure almost 350,000 tons of soil stay on fields; phosphorus delivery to lakes and streams are reduced by 600,000 pounds each year; 730,000 acres receiving pesticides have approved pesticide management plans; 13,000 acres of filter strips have been installed; and 2,300 gullies have been stabilized improving water quality over the last three years.For more information on MAEAP, visit www.michigan.gov/maeap","Gov. Rick Snyder Recognizes 2,500 MAEAP Farm Verification Milestone"
0,Rick Snyder,"The clearing of land that will allow for construction of the New International Trade Crossing began today, and Gov. Rick Snyder said the work underscores the ongoing progress being made on this vital project.Three blighted and abandoned publicly owned structures on South Post Street, South Crawford Street and Reid Street in southwest Detroit are being cleared this week. Additional demolition activity will occur in the next several months.""The NITC will energize the turnaround of Detroit and our entire state,"" Snyder said. ""It means jobs for families, modern infrastructure that attracts investment, and greater security for Michigan and America. The clearing of land is the latest phase of this exciting project, which is right on track and moving forward. We appreciate all parties working collaboratively in a manner that ensures the needs of the community and the project both are met.""This is the latest milestone in the NITC project. In July, appointments to the International Authority were announced by Snyder and Lisa Raitt, Canada's minister of transport. The authority will oversee construction of the publicly owned bridge between Detroit and Windsor, Ontario.The permit from the U.S. Coast Guard also was granted earlier this year.Canada is Michigan's largest trading partner, and more than 200,000 Michigan jobs depend on U.S.-Canada trade.",Gov. Rick Snyder Says NITC Moving Forward as Clearing of Land Begins for Bridge Project
0,Rick Snyder,"Gov. Rick Snyder today announced that Michigan's food and agriculture system has surpassed its economic impact goal of $100 billion.According to an interim estimate by the Michigan State University Product Center, Michigan's agri-food system has reached a total annual economic impact of $101.2 billion. Snyder has continually encouraged the industry to set its sights on topping the $100 billion mark.""Michigan's food and agriculture businesses have helped lay the foundation for our economic turnaround,"" Snyder said. ""They recognize the value of investing in their communities and creating hometown jobs. Let's keep this great momentum going. The future is exciting for this dynamic industry.""""We are known for crop diversity as well as safe, high-quality products to meet growing global consumer demand. Michigan is well-poised to see increased development in the food and ag arena,"" said Jamie Clover Adams, director of the Michigan Department of Agriculture and Rural Development. ""It's a great time to be in food and agriculture. We are innovators, and the possibilities for career opportunities, new business creation and expansion are bountiful.""The study was first conducted in 2006 using 2004 data. Then, the food and agriculture system was determined to be valued at $60.1 billion. An interim estimate in 2009 showed an increase in value to $71.3 billion. In 2012, the study highlighted more growth, pegging it at $91.4 billion. The newest estimate shows the food and agriculture system continues on a consistent growth trend.Chris Peterson, director of the MSU Product Center and the study's lead investigator, said strong commodity and food prices, along with growing domestic and global demand, help drive the increase.""The study includes direct and multiplier effects of numerous aspects of the agri-food system,"" he explained. ""The impact of production agriculture alone is nearly $13.6 billion, or 13.4 percent of the overall total.""The MSU Product Center produced the interim estimate at the request of the Michigan Department of Agriculture and Rural Development. The last full report was issued in 2012 using 2010 data. Data from 2015 will be used to generate the next full report in 2017.""Data from several different sources are used to create this report,"" Peterson said. ""Unfortunately, full data sets are only available every five years.""The MSU Product Center provides coordinated, university-wide assistance to help Michigan entrepreneurs develop and commercialize high-value, consumer--responsive products and businesses in the agriculture, food, natural resources and bio-processing sectors.","Gov. Rick Snyder Says Economic Impact of Food, Agriculture Industry Surpasses $100 Billion Goal"
0,Rick Snyder,"Michigan is continuing to support skilled trades training with a new, $50 million program through the state's community colleges, Gov. Rick Snyder said.The program is part of an effort to close the talent gap, providing skilled-trades training through the newly-created Community College Skilled Trades Equipment Program.The funding was approved Tuesday by the Michigan Strategic Fund, after Gov. Snyder recommended it as a priority within his Fiscal Year 2015 budget recommendations. The amount is among the highest ever dedicated from a state to community colleges for skilled trades' job development.""Our economy is growing beyond the comeback phase, and the positive business environment and job growth are major reasons for the increasing demand for skilled trades' positions,"" Snyder said. ""Today's action is a step to ensure Michiganders have in-demand skills for the jobs of today and tomorrow. ""Skilled-trade jobs require education beyond high school, but not a four-year degree, and usually call for on-the-job training. The career range includes jobs in health care (lab technicians, dental hygienist), maintenance and repair, public safety, manufacturing (machine operators, welders), along with work as carpenters, plumbers and electricians. Collectively, these jobs represent about one-third of the state's employment.Creating a qualified talent pool to fill jobs in an expanding economy is a cornerstone in further building Michigan's business-friendly reputation. CCSTEP requires unprecedented collaboration among private-sector employers, state government and educators.""This program is a prime example of how community colleges play a dynamic role in the long-term approach to building economic prosperity in Michigan,"" said Michael Hansen, president of Michigan Community College Association.Michigan's 28 community colleges are attended by about 450,000 students.""With the CCSTEP funds, colleges can invest in the type of equipment that provides students with hands-on education and skills that translate directly to jobs -- jobs that are in demand,"" Hansen said.""Requiring that colleges work closely with the region's business community deepens collaboration and gives educators an improved perspective of the curriculum that best serves the interests of our students, who expect to find a job after their education.""CCSTEP is a critical part of the state's comprehensive $70-million strategy to address in-demand and hard-to-fill jobs. Under the program, community colleges can apply for up to $4.8 million. Each award requires the community college to come up with a 25 percent match of the total equipment cost, including installation, renovations and instructor training. The proposal requires collaboration with school districts and a detailed plan on how the additional funding will help to meet employers' job needs.Michigan also allocates $10 million to support Community Ventures, which places structurally unemployed workers in temporary and full-time positions, and $10 million for the Skills Trades Training Fund, which provides grants to 25 Michigan Works! agencies which award Michigan companies that provide on-the-job training with funding.Michigan also provides $1 million to support the Michigan Advanced Technician Training program. MAT2 combines classroom instruction with paid work experience in a three-year, no-cost program in the fields of mechatronics, information technology, and technical product design. MAT2 is the state's effort to increase workers with science, technology, engineering and math skills.There are currently 89,000 job openings in Michigan as listed on Pure Michigan Talent Connect (www.MiTalent.org)",Gov. Rick Snyder: Investing in Skilled Trades Training Strengthens Michigan's Economy
0,Rick Snyder,"Michigan must lead by example and provide a welcoming environment for people with disabilities, encouraging them to work in state government in a competitive, integrated setting, Gov. Rick Snyder said.Snyder on Monday issued an executive directive requiring the government adopt a variety of policies and procedures eliminating hurdles faced by people with disabilities as they seek a career in public service.Snyder also called for increased training for all state employees to raise awareness of disability etiquette and best practices, ensuring every employee is treated with dignity and respect at all times.""My administration is committed to eliminating barriers for those with disabilities who wish to enter the workforce,"" Snyder said. ""People with disabilities have much to offer our great state and should be provided the same opportunities for employment as everyone else. I expect all state departments and agencies to show leadership and work together to ensure that the disability employment program is successful.""Snyder in February 2013 established the bipartisan Mental Health and Wellness Commission, which has spent the past year working to identify gaps in our current mental health system and provide recommendations to address those gaps.With Lt. Gov. Brian Calley serving as the chair, the commission is working to set in place recommendations including the need to focus on employment options for those with disabilities.The commission urges a statewide employment policy be created to honor the choices and goals of people with disabilities, recommends that the state government be a leader in adopting such employment practices.""The commission's work has already led to important changes with the goal of helping more people live out self-determined, independent lives"" Calley said. ""We must continue to improve and our state government will lead by example. I appreciate the partnership of the Michigan Department of Civil Rights and others and I look forward to working with all of our state agencies and departments to further these efforts.""In coordination with the Civil Rights Department, the Civil Rights Commission, the Civil Service Commission, and the State Equal Opportunity and Diversity Council, Snyder directed a series of directives spanning state agencies and departments including:-Working with the Civil Service Commission and executive branch departments and agencies to provide clear objectives and opportunities for people with disabilities who seek a position in state government in an integrated setting.-Reviewing current training programs for all state employees to ensure they cover disability etiquette and best practice. All state employees should be trained by July 1, 2016.-Recommending to the Executive Office and all state departments and agencies a goal of hiring self-identified people disabilities within state government. The ultimate goal is to increase the overall integrated employment of those with disabilities while maintaining the confidentiality of the employees' personal information.-Working with the government and private sector to learn about best practices related to hiring people with disabilities.-Working with the Department of Technology, Management, and Budget to plan for all state documents, websites, and other printed materials to comply with Americans with Disabilities Act and Americans with Disabilities Act Accessibility Guidelines.The State Equal Opportunity and Diversity Council acts in an advisory capacity to the governor, the Civil Rights Commission and the Civil Service Commission on equal employment opportunity matters.Matt Wesaw, director of the Michigan Department of Civil Rights, said, Snyder's directive fits with the department's mission of promoting fairness and opportunities for all people.""If we, as leaders in Michigan, expect to have credibility when we promote diversity, it is vital that we practice what we preach,"" Wesaw said.""That means the state's hiring practices must be open to all people, including those with disabilities. State services -- including online resources and mobile apps -- must be usable by everyone. And state employees must be culturally competent and sufficiently trained to serve all of our customers with dignity and respect.""Each state department and agency ADA coordinator and human resources director will be responsible for overseeing a strategy to attract, engage, and advance people with disabilities. The departments and agencies also provide an annual report to the director of their respective department/agency and the director of the MDCR that addressing progress, gaps, and next steps of the employment program.The report shall include the number of current self-identified individuals working within their respective department and measures to increase this number on an annual basis. The report shall be submitted at the end of each fiscal year and published on the pertinent department's website.",Gov. Rick Snyder: State Government Must Lead by Example in Efforts to Hire People with Disabilities
0,Rick Snyder,"Michigan is aggressively planning and working with hospitals across the state to protect residents should there be an Ebola virus case in the state, Gov. Rick Snyder said.Snyder on Wednesday was joined by the state's two designated leads in the Ebola effort --Michigan Department of Community Health Director Nick Lyon and Chief Medical Executive Matthew Davis -- as well as hospital leaders David Seaman, executive vice president of the Michigan Health and Hospital Association and Barbara Medvec, senior vice president and chief nursing officer, for Oakwood Healthcare, Inc. as well as Cabinet officials from the Michigan State Police Emergency Management & Homeland Security Division and the departments of Agriculture & Rural Development, Environmental Quality, Military & Veterans Affairs, and Natural Resources to discuss the state's preparation and coordination efforts.Across the state, hospitals have confirmed that they are ready to identify and isolate patients with potential Ebola virus infection. MDCH coordinates with hospitals to provide updated information, encourage training, and assess their respective levels of preparedness.""Our No. 1 priority is protecting Michiganders, their families and the health care workers who care for them. Our state agencies and health care community are working together to respond if a patient who may be at risk for Ebola virus infection is identified in one of our hospitals,"" Snyder said. ""Coordinated care means anticipating potential gaps and addressing them head on, and that is exactly what Michigan is doing.""In the rapidly evolving situation concerning Ebola, state agencies maintain active communication with the public health and medical community to protect residents and ensure adequate training, education and equipment for health care workers.MDCH on Tuesday issued an update from the Centers for Disease Control and Prevention to health care workers through the Michigan Health Alert Network.""The Community Health Department continues its collaboration with hospitals and measuring preparedness levels to protect our residents, and see that potential patients who may present with Ebola virus disease receive the appropriate level of care,"" Lyon said. ""We recognize all Michigan hospitals for their efforts to conduct drills and prepare healthcare workers statewide.""The MDCH and its Office of Public Health Preparedness activated the Community Health Emergency Coordination Center to assist with statewide efforts. That move allows state departments to more closely work together and make sure health care facilities are prepared.""It is clear from our assessment that hospitals across the state are working very actively with their staffs over the past several days and weeks to implement the very latest set of recommendations from the CDC and ensure that their health care workers are informed, trained, and prepared,"" Davis said. ""MDCH continues to promote and coordinate hospital readiness along with preparedness of emergency medical services and community-based health care providers.""The Centers for Disease Control and Prevention updates its recommendations for hospitals to maintain safe work procedures for doctors, nurses and other workers.As new information is released, the state agencies partner with hospitals, local health departments and health care providers to protect against any threat the Ebola virus may pose.""We are committed to the health, safety and well-being of our patients, staff and communities,"" said David Seaman, executive vice president of the Michigan Hospital Association. ""We will continue to work with the state agencies to ensure we are as prepared as possible to provide care should a case of Ebola develop in Michigan.""MDCH is urging health care facilities across the state to conduct drills, provide training, and assess their readiness to respond to patients with potential Ebola virus infection, especially as guidance from the CDC is updated.Residents looking for information and resources in their community should talk to their local health department. To locate the Local Health Department serving your county, check the interactive map at http://1.usa.gov/1ze0zdy.Visit the CDC website at www.cdc.gov/vhf/ebola/ for information on updated CDC guidelines and protocols.For more information on Ebola including symptoms, visit the new MDCH webpage at www.michigan.gov/ebola.",Gov. Rick Snyder: Michigan Taking Aggressive Steps to Prepare for Potential Ebola Case
0,Rick Snyder,"Gov. Rick Snyder today signed bipartisan legislation that clarifies and strengthens an existing law about direct auto sales in Michigan.House Bill 5606, sponsored by state Rep. Aric Nesbitt, also prohibits auto manufacturers from dictating fees franchised dealers can charge customers. The legislation allows individual auto dealers to make the business decision whether to charge the transaction fee.The bill was approved by 38-0 in the state Senate, and 106-1 in the state House of Representatives.Snyder said Tuesday there has been a misunderstanding about the legislation.""This bill does not, as some have claimed, prevent auto manufacturers from selling automobiles directly to consumers at retail in Michigan -- because this is already prohibited under Michigan law,"" Snyder said in a letter to lawmakers that accompanies the signed bill.Language in the bill states plainly that a manufacturer can only sell new vehicles to consumers through its own network of franchised dealers. HB 5606 deletes the word ""its"" from a sentence in existing law.This change would merely allow manufacturers who do not have their own franchised dealers to sell through another manufacturer's network of franchised dealers. They will be required, just as they are now, to sell through a franchised dealer, and not directly to consumers. HB 5606 does nothing to change this fact. At most, it clarifies the existing requirement in Michigan law.Snyder requested Attorney General Bill Schuette analyze the effect of the bill, and the Attorney General's Office also concluded that auto manufacturers could sell only through franchised dealers, as is the case in existing law.Snyder said lawmakers can and should discuss the current business model soon to determine if it is best for the state's consumers.""We should always be willing to re-examine our business and regulatory practices with an eye toward improving the customer experience for our citizens and doing things in a more efficient and less costly fashion,"" he said.The bill is now Public Act 354 of 2014.The governor also signed HB 5273, sponsored by state Rep. Nancy Jenkins which connects small businesses with funding opportunities by creating Michigan Investment Markets, which operate as intrastate broker-dealers. The law connects Michigan businesses and residents, allowing for stock in local businesses to be bought, sold and traded.The legislation is an extension of the crowdfunding measure enacted in 2013, allowing companies to use crowdfunding to raise money for their business. It is now PA 355.",Gov. Rick Snyder Signs Bipartisan Bill Clarifying Existing Direct Auto Sales Law
0,Rick Snyder,"Gov. Rick Snyder today said that in the rapidly evolving situation concerning Ebola, the state continues to coordinate with the health and medical community to protect residents and ensure adequate training, education and equipment for health care workers.To coordinate statewide health-related preparedness efforts, the Michigan Department of Community Health (MDCH) and its Office of Public Health Preparedness (OPHP) have activated the Community Health Emergency Communications Center (CHECC). Director of the Department of Community Health Nick Lyon and Chief Medical Executive Dr. Matthew Davis have been designated by the governor to lead state efforts against the threat of Ebola.""Hospitals and health care workers across Michigan are preparing to respond appropriately if a patient who may have or be at risk for Ebola virus infection is identified,"" Snyder said. ""Activating the CHECC allows our departments to further enhance and ensure the strongest collaboration possible and be certain to accurately assess the situation and potential risks to Michigan and respond rapidly and effectively if needed.""The CHECC is currently activated at a Level 2 known as an ""alert mode' out of four possible levels. Level 2 means the CHECC is partially activated, and the state is leading:-Daily assessment of risk of Ebola in Michigan and travelers coming to Michigan-Assessment of readiness in health care facilities across the state-Active support to health care facilities and workers as they continue to update their preparednessThe Centers for Disease Control and Prevention (CDC) continues to update its recommendations used in hospitals to maintain safe work procedures for health care workers. As new information is released, the MDCH and OPHP continue to partner with hospitals, health departments, physicians, nurses and other health care providers to protect against any threat the Ebola virus may pose to our state and its residents.""The Michigan Department of Community Health is talking with hospitals and responding to questions to make sure the health care community has accurate, up to date information,"" said Nick Lyon, MDCH director. ""We know that training and education are paramount to controlling the spread of infectious disease, and we are encouraged by those hospitals leading the way to conduct exercises and to prepare their medical staff.""MDCH is urging health care facilities across the state to continue to assess their readiness to respond to patients with potential Ebola virus infection, especially as guidance from the CDC is updated.""As part of preparedness statewide, we are discussing with hospitals the benefits of holding drills so their staff are prepared and informed about the appropriate practices and procedures for the care of a person who may have Ebola,"" said Dr. Matthew Davis, chief medical executive with the MDCH. ""Patient care and public health happens most fundamentally at the local level, when patients seek care. Being prepared is a priority in local facilities and across the state.""MDCH hosted a practice exercise today in coordination with the Michigan State Police and other key state partners to walk through the processes and steps that would be taken should an Ebola case present in Michigan.""The Office of Public Health Preparedness routinely holds exercises to walk through the different scenarios we may face when dealing with infectious diseases,"" said Dr. Jackie Scott, director of the OPHP. ""We have well-established networks in place to effectively coordinate with our partners across the state to make sure potential Ebola patients receive the appropriate level of care.""Residents looking for information and resources in their community should talk to their local health department. To locate the Local Health Department serving your county, check the interactive map at http://1.usa.gov/1ze0zdy.For more information on the symptoms of Ebola, visit the CDC website at http://www.cdc.gov/vhf/ebola/ or the new MDCH webpage at www.michigan.gov/ebola.","Gov. Rick Snyder Says State's Preparedness, Education Efforts Continue Against Ebola Threat"
0,Rick Snyder,"Gov. Rick Snyder today signed legislation giving Michigan residents with advanced illnesses who have exhausted all other options the opportunity to try experimental treatments under the care of a physician.""Allowing Michiganders dealing with extremely difficult medical situations to try alternative treatment options could extend or save their lives,"" Snyder said.Senate Bill 991 and House Bill 5649, sponsored by state Sen. John Pappageorge and state Rep. Nancy Jenkins, respectively, create the Right to Try Act in Michigan. This act allows those suffering from advanced illnesses in Michigan to receive experimental treatments outside of FDA-approval, if all approved procedures have failed to help the patient. The treatments would only be allowed under their doctor's supervision. Under the law, medical professionals and health care facilities are protected from liability if the experimental treatment does not have a positive result for the patient. The bills are now Public Acts 345 and 346 of 2014.The governor also signed seven other bills:HBs 4638 and 4640, sponsored by state Rep. Peter Pettalia, and HB 4639, sponsored by state Rep. Marilyn Lane, streamline recording requirements for mortgage filings, property conveyance, and related affidavits. The legislation makes the recording process uniform statewide. The bills are now PAs 347, 348 and 349.HB 4867, sponsored by state Rep. Tom Leonard, updates criminal sentencing guidelines to ensure offenders can be convicted for all attempts to engage in predatory conduct, even if the intended target turns out to be an undercover law enforcement officer. Previously, offenders caught by law enforcement in these situations could not receive full punishment since the officer was not actually a vulnerable resident. It is now PA 350.HB 5107, sponsored by state Rep. Joseph Graves, streamlines the process Michigan property owners need to go through to apply to repair or replace a failed seawall on their property, while maintaining environmental standards. If these changes are approved by the U.S. Environmental Protection Agency, they will help speed up the permitting process and ensure residents repairing or replacing a seawall aren't required to go through the same process as if building a new seawall. It is now PA 351.HB 5785, sponsored by state Rep. John Walsh, restores the ability for local courts to require convicted criminals to pay costs related to their court proceedings. The legislation clarifies the language in the Code of Criminal Procedure, since the Michigan Supreme Court determined in June that the law did not directly state that courts could require reimbursement. These fees are heavily relied upon by local courts. It is now PA 352.HB 5798, sponsored by state Rep. Hugh Crawford, is a technical fix clarifying existing guidelines within the Michigan Liquor Control Code. The bill clarifies the MLCC and previous changes made to the law, along with updates to the definition of alcoholic liquor and regulation for new alcoholic products. It is now PA 353.",Gov. Snyder Signs Bill Giving Terminally Ill Residents More Treatment Options
0,Rick Snyder,"Gov. Rick Snyder today signed legislation protecting Michigan citizens from human trafficking and supporting victims by putting some of the strongest policies in the nation into place to combat this crime. Much of the legislation stems from a 2013 report by the Michigan Commission on Human Trafficking.""It is unacceptable that a dangerous and appalling practice like human trafficking continues to be a prevalent problem across our state and nation,"" Snyder said. ""I'm extremely proud to sign this comprehensive bipartisan bill package, making Michigan one of the leading states in fighting this tragic crime. This effort holds criminals accountable while giving victims the support they need to overcome these horrific experiences.""Snyder signed Senate Bill 584, sponsored by state Sen. Judy Emmons and House Bill 5158, sponsored by state Rep. Kurt Heise during the Women Strengthening Michigan forum in Oakland County. The legislation makes human trafficking punishable by imprisonment for life and permanently creates the state Human Trafficking Commission within the Attorney General's Office. They are now Public Acts 324 and 325.""This victim-centered legislation brings us one step closer to accomplishing the goals we outlined last year with the Commission on Human Trafficking and marks positive progress toward ending modern day-slavery in Michigan,"" Attorney General Bill Schuette said. ""Young women who are forced into modern-day slavery are victims, not criminals. This legislation strengthens victim protections and toughens penalties for traffickers, both key reforms that will help fight human trafficking.""This problem was partially brought to light by former Michigander Theresa Flores, a victim of human trafficking in Michigan who has written a book about her experiences to stop these crimes from happening in the future. Flores' story was part of the inspiration for this endeavor.""Thirty-four years ago I was trafficked in Michigan. Even though I was a commodity to men, I felt as if I had no value,"" Flores said. ""When I reached out to the police 28 years ago, I was told they couldn't help me. I thought no one cared. It took me 26 years to realize I was a trafficking survivor. Today, the state of Michigan passes one of the strongest laws against trafficking and I can truly say, they DO care!"" Prior to the forum, the governor signed the remaining 19 bills within the package which strengthen punishments and provide support for victims. They are now PAs 326-344.Bills strengthening punishments for human trafficking offenders include:-Making it a felony to solicit a person under 18 years old for prostitution (SB 205, sponsored by Emmons and SB 206, sponsored by state Sen. Tonya Schuitmaker);-Making soliciting a Tier I sexual offense, and recruiting a minor for a commercial sex trade or forced labor a Tier II offense, both requiring registration as a sex offender (SB 602, sponsored by state Sen. Joe Hune);-Making penalties for human trafficking consistent (HB 5234, sponsored by state Rep. Nancy Jenkins);-Classifying restraining a minor for the purpose of producing child pornography as kidnapping (HB 4021, sponsored by state Rep. George Darany);-Increasing the fine from $2,500 to $5,000 for operating a place of prostitution and removing gender from the description of prostitution in the Michigan Penal Code to ensure all offenders receive the same punishment for operating a place for prostitution (HB 5231, sponsored by state Rep. Joseph Graves);-Ensuring the Judicature Act includes human trafficking provisions (HB 5236, sponsored by state Rep. Ed McBroom);-Holding individuals who do not report human trafficking practices accountable by allowing seizure of personal property or possessions (HB 5233, sponsored by state Rep. Klint Kesto).""Over the past three years, I've met with survivors of human trafficking and anti-trafficking activists across Michigan to develop solutions to help end this horrible crime, which devastates the lives of thousands of women and children every year,"" Emmons said. ""I am filled with gratitude that these landmark reforms to end this modern-day slavery and support its survivors are now law.""Bills providing support for victims include:-Vacating prostitution-related offenses from a victim's record (SB 585, sponsored by state Sen. Mike Nofs);-Allowing a victim's convictions as a result of forced trafficking to be set aside (HB 5025, sponsored by Heise);-Presuming that individuals under 18 years old with prostitution offenses were coerced into the activity (HB 5012, sponsored by state Rep. Eileen Kowall);-Ensuring that trafficking victims within the foster care system receive appropriate counseling (SB 587, sponsored by state Sen. Vincent Gregory);-Ensuring potential homes for a victim in foster care will provide the necessary mental health, counseling or other services necessary resulting from being trafficked (SB 593, sponsored by state Sen. Rebekah Warren);-Creating the Human Trafficking Victims Compensation Act, making victims eligible for compensation from those who trafficked them (SB 590, sponsored by state Sen. John Proos and HB 5237, sponsored by state Rep. Phil Cavanaugh);-Ensuring access to medical assistance benefits for psychological and medical treatments through Medicaid or other insurance coverage as a result of being trafficked (SB 592, sponsored by Proos);-Expanding juvenile court jurisdictions to protect children who are victims of human trafficking (HB 5026, sponsored by Heise);-Requiring the Michigan Department of Licensing and Regulatory Affairs to work in conjunction with health professional boards to adopt rules to raise awareness training standards for health professionals to identify victims of human trafficking (SB 597, sponsored by Warren);-Ensuring the Michigan Department of Human Services reports suspected or investigated cases of child abuse or neglect involving human trafficking to local law enforcement (HB 5239, sponsored by state Rep. Ken Kurtz).""As the father of two teenage daughters, a lawyer, and co-chairman of the Michigan Human Trafficking Commission, this legislation is personal for me,"" Heise said. ""I can't imagine anyone's child suffering at the hands of this horrible crime. I applaud Gov. Snyder and Attorney General Schuette for standing up for the victims of human trafficking, mostly young girls and other vulnerable adults.""Thursday marked the third Women Strengthening Michigan conversation forum highlighting female leaders and innovators discussing various policy issues and the vital role women play in strengthening Michigan. For more information visit www.michigan.gov/MIStrong.For more information on the legislation, visit www.legislature.michigan.gov.",Gov. Snyder Signs Landmark Legislation Protecting Michigan Residents from Human Trafficking
0,Rick Snyder,"Gov. Rick Snyder today issued the following statement after the announcement that the state's seasonally adjusted unemployment rate for September fell to 7.2 percent. The rate is the lowest in the state since March 2008.""The continuing drop in our unemployment rate is another indication that the hard work of Michigan's reinvention is helping our working families. We are generating the trends we want and need to see. There are more and better jobs, and our labor force is growing as people see opportunities. Across our state, there is improvement and optimism.""This dropping rate brings us very close to Michigan's pre-recession levels. While we are unquestionably headed in the right direction, there is still more to do. We will continue working with our partners in the Legislature and the business community to create the environment for job creators to grow and thrive. We will continue working with -- and investing in -- our education community at all levels to build a workforce empowered with the skills for the jobs of today and tomorrow.""We are encouraged by the gains we have made, but our focus remains on the long-term vision for Michigan's increasingly bright future.""","Gov. Rick Snyder: Falling Unemployment Rate Shows Increasing Opportunities, Optimism in Michigan"
